Name,Scientific.Name,locality,Latitude - processed,Longitude - processed,Coordinate Uncertainty in Metres - parsed,IMCRA Region - parsed,State - parsed,Year - parsed,coordinate Uncertainty In Meters,Data Resource ID
"Pavona varians Verrill, 1864",Pavona.varians,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1979,500,dr684
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra.daedalea,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1976,500,dr684
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra.lamellina,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1976,500,dr684
"Platygyra pini Chevalier, 1975",Platygyra.pini,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1976,500,dr684
"Platygyra sinensis (Edwards & Haime, 1849)",Platygyra.sinensis,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1976,500,dr684
"Porites (Porites) australiensis Vaughan, 1918",Porites.australiensis,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Porites (Porites) mayeri Vaughan, 1918",Porites.mayeri,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1981,500,dr684
"Symphyllia cf. recta (Dana, 1846)",Symphyllia.recta,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1979,500,dr684
"Turbinaria reniformis Bernard, 1896",Turbinaria.reniformis,Yonge Reef,-14.597,145.623,500,Northeast Shelf Transition,Queensland,1979,500,dr684
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora.gemmifera,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1983,500,dr684
"Acropora (Acropora) humilis (Dana, 1846)",Acropora.humilis,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1983,500,dr684
"Acropora (Acropora) robusta (Dana, 1846)",Acropora.robusta,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1983,500,dr684
"Acropora (Acropora) secale (Studer, 1878)",Acropora.secale,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1983,500,dr684
Clavarina triangularis,Paraclavarina.triangularis,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Cyphastrea serailia (ForskÇè_l, 1775)",Cyphastrea.serailia,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1976,500,dr684
"Euphyllia (Euphyllia) cristata Chevalier, 1971",Euphyllia.cristata,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Favia stelligera (Dana, 1846)",Favia.stelligera,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1976,500,dr684
"Favites russelli (Wells, 1954)",Favites.russelli,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1976,500,dr684
"Fungia (Pleuractis) scutaria Lamarck, 1801",Fungia.scutaria,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia.concinna,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Fungia (Verrillofungia) granulosa Klunzinger, 1879",Fungia.granulosa,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Goniastrea edwardsi Chevalier, 1971",Goniastrea.edwardsi,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1976,500,dr684
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris.hawaiiensis,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Leptoseris mycetoseroides Wells, 1954",Leptoseris.mycetoseroides,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Leptoseris scabra Vaughan, 1907",Leptoseris.scabra,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Montastrea annuligera (Edwards & Haime, 1849)",Montastrea.annuligera,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1976,500,dr684
"Montastrea curta (Dana, 1846)",Montastrea.curta,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1976,500,dr684
"Montipora foliosa (Pallas, 1766)",Montipora.foliosa,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1983,500,dr684
"Montipora incrassata (Dana, 1846)",Montipora.incrassata,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1983,500,dr684
"Pachyseris speciosa (Dana, 1846)",Pachyseris.speciosa,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Pavona cf. explanulata (Lamarck, 1816)",Pavona.explanulata,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Pavona maldivensis (Gardiner, 1905)",Pavona.maldivensis,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1979,500,dr684
"Porites (Synaraea) rus (Forskal, 1775)",Porites.rus,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1981,500,dr684
"Psammocora haimeana Edwards & Haime, 1851",Psammocora.haimeana,Yonge Reef,-14.693,145.657,500,Northeast Shelf Transition,,1975,500,dr684
"Acropora (Acropora) echinata (Dana, 1846)",Acropora.echinata,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1983,4000,dr684
"Acropora (Acropora) florida (Dana, 1846)",Acropora.florida,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1983,4000,dr684
"Cycloseris erosa (Doderlein, 1901)",Cycloseris.erosa,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Favites complanata (Ehrenberg, 1834)",Favites.complanata,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1976,4000,dr684
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Fungia.scruposa,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Danafungia) horrida Dana, 1846",Fungia.horrida,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia.concinna,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Lobophyllia pachysepta Chevalier, 1975",Lobophyllia.pachysepta,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Pavona cactus (Forskal, 1775)",Pavona.cactus,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Pavona clavus (Dana, 1846)",Pavona.clavus,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Pavona minuta Wells, 1954",Pavona.minuta,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Physogyra lichtensteini (Edwards & Haime, 1851)",Physogyra.lichtensteini,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Plesiastrea versipora (Lamarck, 1816)",Plesiastrea.versipora,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1976,4000,dr684
"Pseudosiderastrea tayamai Yabe & Sugiyama, 1935",Pseudosiderastrea.tayami,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha.robusta,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Scapophyllia cylindrica (Edwards & Haime, 1848)",Scapophyllia.cylindrica,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,"A plug reefs S of Ribbon Reef, N side",-14.93,145.678,4000,Northeast Shelf Transition,,1979,4000,dr684
"Caulastrea curvata Wijsman-Best, 1972",Caulastrea.curvata,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
Clavarina triangularis,Paraclavarina.triangularis,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Favia favus (ForskÇè_l, 1775)",Favia.favus,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
Favia lizardensis,Favia.lizardensis,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
"Favia matthaii Vaughan, 1918",Favia.matthaii,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
"Favia pallida (Dana, 1846)",Favia.pallida,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
Favia rotundata,Favia.rotundata,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
"Fungia (Danafungia) danai Edwards & Haime, 1851",Fungia.repanda,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Fungia (Danafungia) horrida Dana, 1846",Fungia.horrida,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia.concinna,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Gardineroseris planulata (Dana, 1846)",Gardineroseris.planulata,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Herpolitha limax (Houttuyn, 1772)",Herpolitha.limax,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Leptoseris scabra Vaughan, 1907",Leptoseris.scabra,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris.yabei,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Lobophyllia pachysepta Chevalier, 1975",Lobophyllia.pachysepta,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Montastrea curta (Dana, 1846)",Montastrea.curta,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
"Montastrea valenciennesi (Edwards & Haime, 1848)",Montastrea.valenciennesi,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1976,1500,dr684
"Pavona cactus (Forskal, 1775)",Pavona.cactus,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Pavona cf. explanulata (Lamarck, 1816)",Pavona.explanulata,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Pavona decussata (Dana, 1846)",Pavona.decussata,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Porites (Porites) australiensis Vaughan, 1918",Porites.australiensis,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1981,1500,dr684
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha.robusta,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Symphyllia agaricia Edwards & Haime, 1849",Symphyllia.agaricia,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Symphyllia cf. recta (Dana, 1846)",Symphyllia.recta,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Symphyllia radians Edwards & Haime, 1849",Symphyllia.radians,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria.mesenterina,"Ribbon Reef, S",-14.925,145.702,1500,Northeast Shelf Transition,,1979,1500,dr684
"Alveopora allingi Hoffmeister, 1925",Alveopora.allingi,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1981,4000,dr684
"Coscinaraea columna (Dana, 1846)",Coscinaraea.columna,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
Favia lizardensis,Favia.lizardensis,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1976,4000,dr684
Favia maxima,Favia.maxima,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1976,4000,dr684
"Favites flexuosa (Dana, 1846)",Favites.flexuosa,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1976,4000,dr684
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Fungia.scruposa,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Danafungia) danai Edwards & Haime, 1851",Fungia.repanda,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Danafungia) horrida Dana, 1846",Fungia.horrida,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Danafungia) scruposa Klunzinger, 1879",Fungia.scruposa,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia.paumotensis,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Pleuractis) scutaria Lamarck, 1801",Fungia.scutaria,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia.concinna,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Fungia (Verrillofungia) granulosa Klunzinger, 1879",Fungia.granulosa,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Herpolitha limax (Houttuyn, 1772)",Herpolitha.limax,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris.hawaiiensis,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Pavona cf. explanulata (Lamarck, 1816)",Pavona.explanulata,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Platygyra pini Chevalier, 1975",Platygyra.pini,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1976,4000,dr684
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha.robusta,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Scapophyllia cylindrica (Edwards & Haime, 1848)",Scapophyllia.cylindrica,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Symphyllia cf. recta (Dana, 1846)",Symphyllia.recta,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Symphyllia radians Edwards & Haime, 1849",Symphyllia.radians,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,Ribbon Reef,-14.826,145.721,4000,Northeast Shelf Transition,,1979,4000,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Acropora (Acropora) elseyi (Brook, 1892)",Acropora.elseyi,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Acropora (Acropora) formosa (Dana, 1846)",Acropora.formosa,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Anacropora matthaii Pillai, 1973",Anacropora.matthai,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Goniopora columna Dana, 1846",Goniopora.columna,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Goniopora djiboutiensis Vaughan, 1907",Goniopora.djiboutiensis,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Goniopora fruticosa Saville-Kent, 1893",Goniopora.fruticosa,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
Goniopora palmensis,Goniopora.palmensis,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
Goniopora pandoraensis,Goniopora.pandoraensis,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Montipora angulata (Lamarck, 1816)",Montipora.angulata,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Montipora foliosa (Pallas, 1766)",Montipora.foliosa,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Montipora stellata Bernard, 1897",Montipora.stellata,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1983,800,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Porites (Porites) lobata Dana, 1846",Porites.lobata,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Porites (Porites) mayeri Vaughan, 1918",Porites.mayeri,"Pandora Reef, S side",-18.814,146.432,800,Northeast Shelf Province,Queensland,1981,800,dr684
"Euphyllia (Euphyllia) glabrescens (Chamisso & Eysenhardt, 1821)",Euphyllia.glabrescens,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
Euphyllia (Fimbriaphyllia) divisa,Euphyllia.divisa,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Danafungia) horrida Dana, 1846",Fungia.horrida,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia.moluccensis,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Galaxea cf. astreata (Lamarck, 1816)",Galaxea.astreata,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea.fascicularis,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Heliofungia actiniformis (Quoy & Gaimard, 1833)",Heliofungia.actiniformis,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Pavona cactus (Forskal, 1775)",Pavona.cactus,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Plerogyra sinuosa (Dana, 1846)",Plerogyra.sinuosa,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria.mesenterina,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Turbinaria peltata (Esper, 1794)",Turbinaria.peltata,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,Pandora Reef N side,-18.8134,146.4322,300,Northeast Shelf Province,Queensland,1979,300,dr684
"Acropora (Isopora) palifera (Lamarck, 1816)",Acropora.palifera,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1983,300,dr684
"Alveopora spongiosa Dana, 1846",Alveopora.spongiosa,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Alveopora tizardi Bassett-Smith, 1890",Alveopora.tizardi,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora columna Dana, 1846",Goniopora.columna,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora djiboutiensis Vaughan, 1907",Goniopora.djiboutiensis,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
Goniopora eclipsensis,Goniopora.eclipsensis,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora fruticosa Saville-Kent, 1893",Goniopora.fruticosa,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
Goniopora palmensis,Goniopora.palmensis,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
Goniopora pandoraensis,Goniopora.pandoraensis,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Goniopora somaliensis Vaughan, 1907",Goniopora.somaliensis,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Porites (Porites) annae Crossland, 1952",Porites.annae,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Pandora Reef, E end",-18.813,146.434,300,Northeast Shelf Province,Queensland,1981,300,dr684
"Acanthastrea echinata (Dana, 1846)",Acanthastrea.echinata,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1979,500,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) austera (Dana, 1846)",Acropora.austera,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) elseyi (Brook, 1892)",Acropora.elseyi,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) florida (Dana, 1846)",Acropora.florida,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) humilis (Dana, 1846)",Acropora.humilis,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora.hyacinthus,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora.nobilis,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora.sarmentosa,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora.tenuis,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Acropora) valida (Dana, 1846)",Acropora.valida,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
Acropora (Acropora) yongei,Acropora.yongei,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Acropora (Isopora) palifera (Lamarck, 1816)",Acropora.palifera,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
"Alveopora spongiosa Dana, 1846",Alveopora.spongiosa,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1981,500,dr684
"Anacropora forbesi Ridley, 1884",Anacropora.forbesi,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1983,500,dr684
Australogyra zelli,Australogyra.zelli,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1976,500,dr684
"Catalaphyllia jardinei (Saville-Kent, 1893)",Catalaphyllia.jardinei,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1979,500,dr684
"Caulastrea furcata Dana, 1846",Caulastrea.furcata,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1976,500,dr684
Clavarina triangularis,Paraclavarina.triangularis,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1979,500,dr684
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina.lacrymalis,"Orpheus Island (Palm Islands), NW point",-18.567,146.48,500,Northeast Shelf Province,Queensland,1979,500,dr684
