trait,master_species,value
abundance_world,Dichocoenia.stokesi,common
abundance_world,Diploastrea.heliopora,uncommon
abundance_world,Diploria.clivosa,common
abundance_world,Diploria.labyrinthiformis,common
abundance_world,Diploria.strigosa,common
abundance_world,Duncanopsammia.axifuga,rare
abundance_world,Echinomorpha.nishihirai,rare
abundance_world,Echinophyllia.aspera,common
abundance_world,Echinophyllia.costata,rare
abundance_world,Echinophyllia.echinata,uncommon
abundance_world,Echinophyllia.echinoporoides,common
abundance_world,Echinophyllia.orpheensis,uncommon
abundance_world,Echinophyllia.patula,uncommon
abundance_world,Echinophyllia.pectinata,rare
abundance_world,Echinopora.ashmorensis,rare
abundance_world,Echinopora.forskaliana,uncommon
abundance_world,Echinopora.fruticulosa,common
abundance_world,Echinopora.gemmacea,common
abundance_world,Echinopora.hirsutissima,uncommon
abundance_world,Echinopora.horrida,uncommon
abundance_world,Echinopora.irregularis,rare
abundance_world,Echinopora.lamellosa,common
abundance_world,Echinopora.mammiformis,common
abundance_world,Echinopora.pacificus,common
abundance_world,Echinopora.robusta,uncommon
abundance_world,Echinopora.taylorae,rare
abundance_world,Echinopora.tiranensis,rare
abundance_world,Enigmopora.darveliensis,uncommon
abundance_world,Erythrastrea.flabellata,common
abundance_world,Euphyllia.ancora,common
abundance_world,Euphyllia.cristata,common
abundance_world,Euphyllia.divisa,common
abundance_world,Euphyllia.glabrescens,common
abundance_world,Euphyllia.paraancora,uncommon
abundance_world,Euphyllia.paradivisa,uncommon
abundance_world,Euphyllia.paraglabrescens,rare
abundance_world,Euphyllia.yaeyamaensis,uncommon
abundance_world,Eusmilia.fastigiata,common
abundance_world,Favia.albidus,uncommon
abundance_world,Favia.danae,uncommon
abundance_world,Favia.favus,common
abundance_world,Favia.fragum,common
abundance_world,Favia.helianthoides,uncommon
abundance_world,Favia.lacuna,uncommon
abundance_world,Favia.laxa,uncommon
abundance_world,Favia.leptophylla,uncommon
abundance_world,Favia.lizardensis,uncommon
abundance_world,Favia.maritima,uncommon
abundance_world,Favia.marshae,uncommon
abundance_world,Favia.matthaii,uncommon
abundance_world,Favia.maxima,uncommon
abundance_world,Favia.pallida,common
abundance_world,Favia.rosaria,uncommon
abundance_world,Favia.rotumana,common
abundance_world,Favia.rotundata,uncommon
abundance_world,Favia.speciosa,common
abundance_world,Favia.stelligera,common
abundance_world,Favia.truncatus,common
abundance_world,Favia.veroni,uncommon
abundance_world,Favia.vietnamensis,rare
abundance_world,Favites.abdita,common
abundance_world,Favites.acuticollis,common
abundance_world,Favites.bestae,rare
abundance_world,Favites.chinensis,common
abundance_world,Favites.complanata,uncommon
abundance_world,Favites.flexuosa,uncommon
abundance_world,Favites.halicora,uncommon
abundance_world,Favites.micropentagona,uncommon
abundance_world,Favites.paraflexuosa,uncommon
abundance_world,Favites.pentagona,uncommon
abundance_world,Favites.russelli,uncommon
abundance_world,Favites.spinosa,uncommon
abundance_world,Favites.stylifera,uncommon
abundance_world,Favites.vasta,uncommon
abundance_world,Flabellum.daphnense,rare
abundance_world,Fungia.concinna,common
abundance_world,Fungia.corona,uncommon
abundance_world,Cycloseris.costulata,common
abundance_world,Cycloseris.curvata,rare
abundance_world,Cycloseris.cyclolites,uncommon
abundance_world,Fungia.danai,common
abundance_world,Diaseris.distorta,uncommon
abundance_world,Diaseris.fragilis,uncommon
abundance_world,Fungia.fralinae,uncommon
abundance_world,Fungia.fungites,common
abundance_world,Fungia.granulosa,common
abundance_world,Cycloseris.hexagonalis,rare
abundance_world,Fungia.horrida,common
abundance_world,Fungia.klunzingeri,uncommon
abundance_world,Fungia.moluccensis,common
abundance_world,Fungia.paumotensis,common
abundance_world,Fungia.puishani,uncommon
abundance_world,Fungia.repanda,common
abundance_world,Fungia.scabra,common
abundance_world,Fungia.scruposa,common
abundance_world,Fungia.scutaria,common
abundance_world,Fungia.seychellensis,common
abundance_world,Cycloseris.sinensis,uncommon
abundance_world,Cycloseris.somervillei,rare
abundance_world,Fungia.spinifer,common
abundance_world,Fungia.taiwanensis,uncommon
abundance_world,Cycloseris.tenuis,common
abundance_world,Cycloseris.vaughani,uncommon
abundance_world,Galaxea.acrhelia,uncommon
abundance_world,Galaxea.astreata,common
abundance_world,Galaxea.cryptoramosa,uncommon
abundance_world,Galaxea.fascicularis,common
abundance_world,Galaxea.horrescens,common
abundance_world,Galaxea.longisepta,rare
abundance_world,Galaxea.paucisepta,rare
abundance_world,Gardineroseris.planulata,uncommon
abundance_world,Goniastrea.aspera,uncommon
abundance_world,Goniastrea.australensis,common
abundance_world,Goniastrea.columella,common
abundance_world,Goniastrea.deformis,uncommon
abundance_world,Goniastrea.edwardsi,common
abundance_world,Goniastrea.favulus,uncommon
abundance_world,Goniastrea.minuta,uncommon
abundance_world,Goniastrea.palauensis,uncommon
abundance_world,Goniastrea.pectinata,common
abundance_world,Goniastrea.peresi,common
abundance_world,Goniastrea.ramosa,rare
abundance_world,Goniastrea.retiformis,common
abundance_world,Goniastrea.thecata,rare
abundance_world,Goniopora.albiconus,uncommon
abundance_world,Goniopora.burgosi,uncommon
abundance_world,Goniopora.cellulosa,uncommon
abundance_world,Goniopora.ciliatus,uncommon
abundance_world,Goniopora.columna,common
abundance_world,Goniopora.djiboutiensis,common
abundance_world,Goniopora.eclipsensis,uncommon
abundance_world,Goniopora.fruticosa,uncommon
abundance_world,Goniopora.lobata,common
abundance_world,Goniopora.minor,common
abundance_world,Goniopora.norfolkensis,uncommon
abundance_world,Goniopora.palmensis,common
abundance_world,Goniopora.pandoraensis,uncommon
abundance_world,Goniopora.pearsoni,common
abundance_world,Goniopora.pendulus,uncommon
abundance_world,Goniopora.planulata,uncommon
abundance_world,Goniopora.polyformis,rare
abundance_world,Goniopora.savignyi,uncommon
abundance_world,Goniopora.somaliensis,uncommon
abundance_world,Goniopora.stokesi,uncommon
abundance_world,Goniopora.stutchburyi,uncommon
abundance_world,Goniopora.sultani,uncommon
abundance_world,Goniopora.tenella,rare
abundance_world,Goniopora.tenuidens,common
abundance_world,Gyrosmilia.interrupta,uncommon
abundance_world,Halomitra.clavator,rare
abundance_world,Halomitra.meierae,rare
abundance_world,Halomitra.pileus,common
abundance_world,Heliofungia.actiniformis,common
abundance_world,Helioseris.cucullata,uncommon
abundance_world,Herpolitha.limax,common
abundance_world,Herpolitha.weberi,uncommon
abundance_world,Heterocyathus.aequicostatus,common
abundance_world,Heterocyathus.alternatus,common
abundance_world,Heterocyathus.sulcatus,common
abundance_world,Heteropsammia.cochlea,common
abundance_world,Heteropsammia.eupsammides,rare
abundance_world,Horastrea.indica,uncommon
abundance_world,Hydnophora.bonsai,uncommon
abundance_world,Hydnophora.exesa,common
abundance_world,Hydnophora.grandis,uncommon
abundance_world,Hydnophora.microconos,common
abundance_world,Hydnophora.pilosa,uncommon
abundance_world,Hydnophora.rigida,common
abundance_world,Indophyllia.macassarensis,rare
abundance_world,Isophyllia.rigida,common
abundance_world,Isophyllia.sinuosa,common
abundance_world,Leptastrea.aequalis,rare
abundance_world,Leptastrea.bewickensis,uncommon
abundance_world,Leptastrea.bottae,uncommon
abundance_world,Leptastrea.inaequalis,uncommon
abundance_world,Leptastrea.pruinosa,common
abundance_world,Leptastrea.purpurea,common
abundance_world,Leptastrea.transversa,common
abundance_world,Leptoria.irregularis,uncommon
abundance_world,Leptoria.phrygia,common
abundance_world,Leptoseris.amitoriensis,rare
abundance_world,Leptoseris.cailleti,uncommon
abundance_world,Leptoseris.cucullata,uncommon
abundance_world,Leptoseris.explanata,common
abundance_world,Leptoseris.foliosa,uncommon
abundance_world,Leptoseris.gardineri,uncommon
abundance_world,Leptoseris.hawaiiensis,uncommon
abundance_world,Leptoseris.incrustans,uncommon
abundance_world,Leptoseris.mycetoseroides,common
abundance_world,Leptoseris.papyracea,uncommon
abundance_world,Leptoseris.scabra,uncommon
abundance_world,Leptoseris.solida,uncommon
abundance_world,Leptoseris.striata,rare
abundance_world,Leptoseris.tubulifera,uncommon
abundance_world,Leptoseris.yabei,uncommon
abundance_world,Lithophyllon.lobata,uncommon
abundance_world,Lithophyllon.mokai,uncommon
abundance_world,Lithophyllon.ranjithi,uncommon
abundance_world,Lithophyllon.undulatum,uncommon
abundance_world,Lobophyllia.corymbosa,common
abundance_world,Lobophyllia.dentatus,uncommon
abundance_world,Lobophyllia.diminuta,uncommon
abundance_world,Lobophyllia.flabelliformis,uncommon
abundance_world,Lobophyllia.hataii,common
abundance_world,Lobophyllia.hemprichii,common
abundance_world,Lobophyllia.pachysepta,uncommon
abundance_world,Lobophyllia.robusta,common
abundance_world,Lobophyllia.serratus,rare
abundance_world,Madracis.asanoi,common
abundance_world,Madracis.asperula,uncommon
abundance_world,Madracis.auretenra,common
abundance_world,Madracis.carmabi,uncommon
abundance_world,Madracis.decactis,common
abundance_world,Madracis.formosa,uncommon
abundance_world,Madracis.kirbyi,uncommon
abundance_world,Madracis.mirabilis,common
abundance_world,Madracis.pharensis,common
abundance_world,Madracis.senaria,common
abundance_world,Manicina.areolata,common
abundance_world,Meandrina.braziliensis,rare
abundance_world,Meandrina.danae,common
abundance_world,Meandrina.meandrites,common
abundance_world,Merulina.ampliata,common
abundance_world,Merulina.scabricula,common
abundance_world,Merulina.scheeri,common
abundance_world,Micromussa.amakusensis,uncommon
abundance_world,Micromussa.diminuta,uncommon
abundance_world,Micromussa.minuta,uncommon
abundance_world,Montastrea.annularis,common
abundance_world,Montastrea.annuligera,uncommon
abundance_world,Montastrea.cavernosa,common
abundance_world,Montastrea.colemani,common
abundance_world,Montastrea.curta,common
abundance_world,Montastrea.faveolata,common
abundance_world,Montastrea.franksi,common
abundance_world,Montastrea.magnistellata,uncommon
abundance_world,Montastrea.multipunctata,rare
abundance_world,Montastrea.salebrosa,rare
abundance_world,Montastrea.serageldini,common
abundance_world,Montastrea.valenciennesi,uncommon
abundance_world,Montigyra.kenti,rare
abundance_world,Montipora.aequituberculata,common
abundance_world,Montipora.altasepta,uncommon
abundance_world,Montipora.angulata,rare
abundance_world,Montipora.aspergillus,uncommon
abundance_world,Montipora.australiensis,rare
abundance_world,Montipora.cactus,uncommon
abundance_world,Montipora.calcarea,uncommon
abundance_world,Montipora.caliculata,uncommon
abundance_world,Montipora.capitata,uncommon
abundance_world,Montipora.capricornis,uncommon
abundance_world,Montipora.cebuensis,uncommon
abundance_world,Montipora.circumvallata,uncommon
abundance_world,Montipora.cocosensis,rare
abundance_world,Montipora.confusa,uncommon
abundance_world,Montipora.corbettensis,uncommon
abundance_world,Montipora.crassituberculata,uncommon
abundance_world,Montipora.cryptus,common
abundance_world,Montipora.danae,common
abundance_world,Montipora.delicatula,uncommon
abundance_world,Montipora.digitata,common
abundance_world,Montipora.dilatata,common
abundance_world,Montipora.echinata,uncommon
abundance_world,Montipora.efflorescens,uncommon
abundance_world,Montipora.effusa,uncommon
abundance_world,Montipora.flabellata,common
abundance_world,Montipora.florida,uncommon
abundance_world,Montipora.floweri,uncommon
abundance_world,Montipora.foliosa,common
abundance_world,Montipora.foveolata,uncommon
abundance_world,Montipora.friabilis,uncommon
abundance_world,Montipora.gaimardi,uncommon
abundance_world,Montipora.grisea,common
abundance_world,Montipora.hemispherica,uncommon
abundance_world,Montipora.hirsuta,common
abundance_world,Montipora.hispida,common
abundance_world,Montipora.hodgsoni,uncommon
abundance_world,Montipora.hoffmeisteri,common
abundance_world,Montipora.incrassata,uncommon
abundance_world,Montipora.informis,common
abundance_world,Montipora.kellyi,common
abundance_world,Montipora.lobulata,rare
abundance_world,Montipora.mactanensis,uncommon
abundance_world,Montipora.malampaya,uncommon
abundance_world,Montipora.meandrina,common
abundance_world,Montipora.millepora,common
abundance_world,Montipora.mollis,common
abundance_world,Montipora.monasteriata,common
abundance_world,Montipora.niugini,uncommon
abundance_world,Montipora.nodosa,uncommon
abundance_world,Montipora.orientalis,rare
abundance_world,Montipora.pachytuberculata,uncommon
abundance_world,Montipora.palawanensis,uncommon
abundance_world,Montipora.patula,common
abundance_world,Montipora.peltiformis,uncommon
abundance_world,Montipora.porites,uncommon
abundance_world,Montipora.samarensis,uncommon
abundance_world,Montipora.saudii,uncommon
abundance_world,Montipora.setosa,rare
abundance_world,Montipora.spongiosa,uncommon
abundance_world,Montipora.spongodes,common
abundance_world,Montipora.spumosa,common
abundance_world,Montipora.stellata,common
abundance_world,Montipora.stilosa,rare
abundance_world,Montipora.taiwanensis,rare
abundance_world,Montipora.tuberculosa,common
abundance_world,Montipora.turgescens,common
abundance_world,Montipora.turtlensis,uncommon
abundance_world,Montipora.undata,uncommon
abundance_world,Montipora.vaughani,rare
abundance_world,Montipora.venosa,uncommon
abundance_world,Montipora.verrilli,uncommon
abundance_world,Montipora.verrucosa,uncommon
abundance_world,Montipora.verruculosus,uncommon
abundance_world,Montipora.vietnamensis,uncommon
abundance_world,Moseleya.latistellata,uncommon
abundance_world,Mussa.angulosa,uncommon
abundance_world,Mussismilia.braziliensis,common
abundance_world,Mussismilia.harttii,common
abundance_world,Mussismilia.hispida,common
abundance_world,Mycedium.elephantotus,common
abundance_world,Mycedium.mancaoi,uncommon
abundance_world,Mycedium.robokaki,common
abundance_world,Mycedium.steeni,rare
abundance_world,Mycedium.umbra,common
abundance_world,Mycetophyllia.aliciae,common
abundance_world,Mycetophyllia.danaana,common
abundance_world,Mycetophyllia.ferox,common
abundance_world,Mycetophyllia.lamarckiana,common
abundance_world,Mycetophyllia.reesi,uncommon
abundance_world,Nemenzophyllia.turbida,rare
abundance_world,Oculina.diffusa,common
abundance_world,Oculina.patagonica,uncommon
abundance_world,Oculina.robusta,common
abundance_world,Oculina.valenciennesi,rare
abundance_world,Oculina.varicosa,common
abundance_world,Oulastrea.crispata,common
abundance_world,Oulophyllia.bennettae,uncommon
abundance_world,Oulophyllia.crispa,uncommon
abundance_world,Oulophyllia.levis,uncommon
abundance_world,Oxypora.convoluta,uncommon
abundance_world,Oxypora.crassispinosa,uncommon
abundance_world,Oxypora.egyptensis,rare
abundance_world,Oxypora.glabra,common
abundance_world,Oxypora.lacera,common
abundance_world,Pachyseris.foliosa,uncommon
abundance_world,Pachyseris.gemmae,rare
abundance_world,Pachyseris.involuta,rare
abundance_world,Pachyseris.rugosa,common
abundance_world,Pachyseris.speciosa,common
abundance_world,Palauastrea.ramosa,uncommon
abundance_world,Paraclavarina.triangularis,uncommon
abundance_world,Parasimplastrea.sheppardi,uncommon
abundance_world,Pavona.bipartita,uncommon
abundance_world,Pavona.cactus,common
abundance_world,Pavona.chiriquiensis,uncommon
abundance_world,Pavona.clavus,common
abundance_world,Pavona.danai,uncommon
abundance_world,Pavona.decussata,common
abundance_world,Pavona.diffluens,uncommon
abundance_world,Pavona.duerdeni,uncommon
abundance_world,Pavona.explanulata,common
abundance_world,Pavona.frondifera,common
abundance_world,Pavona.gigantea,common
abundance_world,Pavona.maldivensis,common
abundance_world,Pavona.minuta,uncommon
abundance_world,Pavona.varians,common
abundance_world,Pavona.venosa,common
abundance_world,Pectinia.africanus,uncommon
abundance_world,Pectinia.alcicornis,uncommon
abundance_world,Pectinia.ayleni,uncommon
abundance_world,Pectinia.elongata,uncommon
abundance_world,Pectinia.lactuca,common
abundance_world,Pectinia.maxima,uncommon
abundance_world,Pectinia.paeonia,common
abundance_world,Pectinia.pygmaeus,common
abundance_world,Pectinia.teres,uncommon
abundance_world,Physogyra.lichtensteini,common
abundance_world,Platygyra.acuta,uncommon
abundance_world,Platygyra.carnosus,uncommon
abundance_world,Platygyra.contorta,common
abundance_world,Platygyra.crosslandi,common
abundance_world,Platygyra.daedalea,common
abundance_world,Platygyra.lamellina,uncommon
abundance_world,Platygyra.pini,common
abundance_world,Platygyra.ryukyuensis,uncommon
abundance_world,Platygyra.sinensis,uncommon
abundance_world,Platygyra.verweyi,uncommon
abundance_world,Platygyra.yaeyamaensis,rare
abundance_world,Plerogyra.cauliformis,uncommon
abundance_world,Plerogyra.diabolotus,uncommon
abundance_world,Plerogyra.discus,rare
abundance_world,Plerogyra.multilobata,uncommon
