Scientific Name,Matched Scientific Name,Revised.CTDB.name,Species - matched,Latitude - original,Longitude - original,Coordinate Uncertainty in Metres - parsed,Year - parsed,wave power,marspec_var,marspec_SST,MODIS_SST,turbidity,,,
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha robusta,Sandalolitha robusta,Sandalolitha robusta,-14.692,145.453,1000,1979,0.190269,2.6246,26.109999,26.44021,0.06773445,,,
"Turbinaria frondens (Dana, 1846)",Turbinaria frondens,Turbinaria frondens,Turbinaria frondens,-14.692,145.453,1000,1979,0.190269,2.6246,26.109999,26.44021,0.06773445,,,
"Turbinaria reniformis Bernard, 1896",Turbinaria reniformis,Turbinaria reniformis,Turbinaria reniformis,-14.692,145.453,1000,1979,0.190269,2.6246,26.109999,26.44021,0.06773445,,,
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria stellulata,Turbinaria stellulata,Turbinaria stellulata,-14.692,145.453,1000,1979,0.190269,2.6246,26.109999,26.44021,0.06773445,,,
"Cycloseris patelliformis (Boschma, 1923)",Fungia (Cycloseris) distorta,Cycloseris distorta,Fungia (Cycloseris) distorta,-14.69,145.46,3000,1979,0.190269,2.5637999,26.109999,26.44021,0.06773445,,,
"Heteropsammia cochlea (Spengler, 1781)",Heteropsammia cochlea,Heteropsammia cochlea,Heteropsammia cochlea,-14.69,145.46,3000,1979,0.190269,2.5637999,26.109999,26.44021,0.06773445,,,
"Stylaraea punctata (Linnaeus, 1758)",Stylaraea punctata,Stylaraea punctata,Stylaraea punctata,-14.69,145.46,3000,1981,0.190269,2.5637999,26.109999,26.44021,0.06773445,,,
"Cycloseris vaughani (Boschma, 1923)",,Cycloseris somervillei,,-14.69,145.46,3000,1979,0.190269,2.5637999,26.109999,26.44021,0.06773445,,,
"Acanthastrea echinata (Dana, 1846)",Acanthastrea echinata,Acanthastrea echinata,Acanthastrea echinata,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora (Acropora) aculeus,Acropora aculeus,Acropora (Acropora) aculeus,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) digitifera (Dana, 1846)",Acropora (Acropora) digitifera,Acropora digitifera,Acropora (Acropora) digitifera,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) horrida (Dana, 1846)",Acropora (Acropora) horrida,Acropora horrida,Acropora (Acropora) horrida,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora longicyathus (Edwards & Haime, 1860)",Acropora (Acropora) longicyathus,Acropora longicyathus,Acropora (Acropora) longicyathus,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) loripes (Brook, 1892)",Acropora (Acropora) loripes,Acropora loripes,Acropora (Acropora) loripes,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora (Acropora) millepora,Acropora millepora,Acropora (Acropora) millepora,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora (Acropora) nasuta,Acropora nasuta,Acropora (Acropora) nasuta,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora (Acropora) sarmentosa,Acropora sarmentosa,Acropora (Acropora) sarmentosa,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) secale (Studer, 1878)",Acropora (Acropora) secale,Acropora secale,Acropora (Acropora) secale,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) subglabra (Brook, 1891)",Acropora (Acropora) subglabra,Acropora subglabra,Acropora (Acropora) subglabra,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) subulata (Dana, 1846)",Acropora (Acropora) subulata,Acropora subulata,Acropora (Acropora) subulata,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora (Acropora) tenuis,Acropora tenuis,Acropora (Acropora) tenuis,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Isopora) brueggemanni (Brook, 1893)",Acropora (Isopora) brueggemanni,Isopora brueggemanni,Acropora (Isopora) brueggemanni,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) formosa (Dana, 1846)",Acropora formosa,Acropora muricata,,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Clavarina triangularis,Clavarina triangularis,Merulina triangularis,Clavarina triangularis,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Coeloseris mayeri Vaughan, 1918",Coeloseris mayeri,Coeloseris mayeri,Coeloseris mayeri,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Ctenactis crassa,Ctenactis crassa,Ctenactis crassa,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Cyphastrea serailia (Forsk´è_l, 1775)",Cyphastrea,Cyphastrea,,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Cyphastrea microphthalma (Lamarck, 1816)",Cyphastrea microphthalma,Cyphastrea microphthalma,Cyphastrea microphthalma,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Echinophyllia orpheensis nom. nov.,Echinophyllia orpheensis,Echinophyllia orpheensis,Echinophyllia orpheensis,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Echinopora horrida Dana, 1846",Echinopora horrida,Echinopora horrida,Echinopora horrida,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Echinopora lamellosa (Esper, 1795)",Echinopora lamellosa,Echinopora lamellosa,Echinopora lamellosa,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Echinopora mammiformis (Nemenzo, 1959)",Echinopora mammiformis,Echinopora mammiformis,Echinopora mammiformis,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Favia laxa (Klunzinger, 1879)",Favia laxa,Dipsastraea laxa,Favia laxa,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Favia lizardensis,Favia lizardensis,Dipsastraea lizardensis,Favia lizardensis,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Favia maxima,Favia maxima,Dipsastraea maxima,Favia maxima,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Favia pallida (Dana, 1846)",Favia pallida,Dipsastraea pallida,Favia pallida,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Favia rotundata,Favia rotundata,Favites rotundata,Favia rotundata,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Favia stelligera (Dana, 1846)",Favia stelligera,Goniastrea stelligera,Favia stelligera,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia,Fungia,,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Fungia (Danafungia) horrida Dana, 1846",Fungia (Danafungia) horrida,Danafungia horrida,Fungia (Danafungia) horrida,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia (Verrillofungia) concinna,Lithophyllon concinna,Fungia (Verrillofungia) concinna,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Goniastrea edwardsi Chevalier, 1971",Goniastrea edwardsi,Goniastrea edwardsi,Goniastrea edwardsi,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Goniastrea palauensis (Yabe, Sugiyama & Eguchi, 1936)",Goniastrea palauensis,Coelastrea palauensis,Goniastrea palauensis,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Goniopora somaliensis Vaughan, 1907",Goniopora somaliensis,Goniopora somaliensis,Goniopora somaliensis,-14.688,145.468,1000,1981,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,Herpolitha limax,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Leptastrea purpurea (Dana, 1846)",Leptastrea purpurea,Leptastrea purpurea,Leptastrea purpurea,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Lobophyllia corymbosa (Forskal, 1775)",Lobophyllia corymbosa,Lobophyllia corymbosa,Lobophyllia corymbosa,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Lobophyllia pachysepta Chevalier, 1975",Lobophyllia pachysepta,Lobophyllia pachysepta,Lobophyllia pachysepta,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
Montipora corbettensis,Montipora corbettensis,Montipora corbettensis,Montipora corbettensis,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Montipora stellata Bernard, 1897",Montipora stellata,Montipora stellata,Montipora stellata,-14.688,145.468,1000,1983,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Pachyseris rugosa (Lamarck, 1801)",Pachyseris rugosa,Pachyseris rugosa,Pachyseris rugosa,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Pavona cf. explanulata (Lamarck, 1816)",Pavona,Pavona,,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra daedalea,Platygyra daedalea,Platygyra daedalea,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra lamellina,Platygyra lamellina,Platygyra lamellina,-14.688,145.468,1000,1976,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Plerogyra sinuosa (Dana, 1846)",Plerogyra sinuosa,Plerogyra sinuosa,Plerogyra sinuosa,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha robusta,Sandalolitha robusta,Sandalolitha robusta,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Symphyllia agaricia Edwards & Haime, 1849",Symphyllia agaricia,Symphyllia agaricia,Symphyllia agaricia,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Turbinaria peltata (Esper, 1794)",Turbinaria peltata,Duncanopsammia peltata,Turbinaria peltata,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria stellulata,Turbinaria stellulata,Turbinaria stellulata,-14.688,145.468,1000,1979,0.190269,2.5354,26.109999,26.44021,0.05905779,,,
"Acropora (Acropora) echinata (Dana, 1846)",Acropora (Acropora) echinata,Acropora echinata,Acropora (Acropora) echinata,-14.68,145.472,3000,1983,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Anacropora puertogalerae Nemenzo, 1964",Anacropora puertogalerae,Anacropora puertogalerae,Anacropora puertogalerae,-14.68,145.472,3000,1983,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Coeloseris mayeri Vaughan, 1918",Coeloseris mayeri,Coeloseris mayeri,Coeloseris mayeri,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Ctenactis crassa,Ctenactis crassa,Ctenactis crassa,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Cyphastrea serailia (Forsk´è_l, 1775)",Cyphastrea,Cyphastrea,,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Echinophyllia aspera (Ellis & Solander, 1786)",Echinophyllia aspera,Echinophyllia aspera,Echinophyllia aspera,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Echinopora mammiformis (Nemenzo, 1959)",Echinopora mammiformis,Echinopora mammiformis,Echinopora mammiformis,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Favia pallida (Dana, 1846)",Favia pallida,Dipsastraea pallida,Favia pallida,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Favites abdita (Ellis & Solander, 1786)",Favites abdita,Favites abdita,Favites abdita,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Gardineroseris planulata (Dana, 1846)",Gardineroseris planulata,Gardineroseris planulata,Gardineroseris planulata,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Goniopora fruticosa Saville-Kent, 1893",Goniopora fruticosa,Goniopora fruticosa,Goniopora fruticosa,-14.68,145.472,3000,1981,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Leptastrea cf. bottae (Edwards & Haime, 1849)",Leptastrea,Leptastrea,,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Leptastrea purpurea (Dana, 1846)",Leptastrea purpurea,Leptastrea purpurea,Leptastrea purpurea,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Leptoseris mycetoseroides Wells, 1954",Leptoseris mycetoseroides,Leptoseris mycetoseroides,Leptoseris mycetoseroides,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,Leptoseris scabra,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Lobophyllia pachysepta Chevalier, 1975",Lobophyllia pachysepta,Lobophyllia pachysepta,Lobophyllia pachysepta,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Montastrea valenciennesi (Edwards & Haime, 1848)",Montastrea valenciennesi,Favites valenciennesi,Montastrea valenciennesi,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Montipora hispida (Dana, 1846)",Montipora hispida,Montipora hispida,Montipora hispida,-14.68,145.472,3000,1983,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Montipora tuberculosa (Lamarck, 1816)",Montipora tuberculosa,Montipora tuberculosa,Montipora tuberculosa,-14.68,145.472,3000,1983,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Mycedium elephantotus (Pallas, 1766)",Mycedium elephantotus,Mycedium elephantotus,Mycedium elephantotus,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
Oulophyllia bennettae,Oulophyllia bennettae,Oulophyllia bennettae,Oulophyllia bennettae,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Pavona cf. explanulata (Lamarck, 1816)",Pavona,Pavona,,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Pavona cactus (Forskal, 1775)",Pavona cactus,Pavona cactus,Pavona cactus,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Pavona maldivensis (Gardiner, 1905)",Pavona maldivensis,Pavona maldivensis,Pavona maldivensis,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Pavona varians Verrill, 1864",Pavona varians,Pavona varians,Pavona varians,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra lamellina,Platygyra lamellina,Platygyra lamellina,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Platygyra sinensis (Edwards & Haime, 1849)",Platygyra sinensis,Platygyra sinensis,Platygyra sinensis,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Plerogyra sinuosa (Dana, 1846)",Plerogyra sinuosa,Plerogyra sinuosa,Plerogyra sinuosa,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Plesiastrea versipora (Lamarck, 1816)",Plesiastrea versipora,Plesiastrea versipora,,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Porites (Napopora) vaughani Crossland, 1952",Porites (Napopora) vaughani,Porites vaughani,Porites (Napopora) vaughani,-14.68,145.472,3000,1981,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Porites (Porites) australiensis Vaughan, 1918",Porites (Porites) australiensis,Porites australiensis,Porites (Porites) australiensis,-14.68,145.472,3000,1981,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,Porites (Porites) lobata,-14.68,145.472,3000,1981,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Porites (Porites) solida (Forskal, 1775)",Porites (Porites) solida,Porites solida,Porites (Porites) solida,-14.68,145.472,3000,1981,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha robusta,Sandalolitha robusta,Sandalolitha robusta,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia,Scolymia,,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Symphyllia agaricia Edwards & Haime, 1849",Symphyllia agaricia,Symphyllia agaricia,Symphyllia agaricia,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Favia favus (Forsk´è_l, 1775)",,Dipsastraea favus,,-14.68,145.472,3000,1976,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Symphyllia cf. recta (Dana, 1846)",,Symphyllia recta,,-14.68,145.472,3000,1979,0.190269,2.4716,26.119999,26.44021,0.05905779,,,
"Acropora (Acropora) aspera (Dana, 1846)",Acropora (Acropora) aspera,Acropora aspera,Acropora (Acropora) aspera,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Acropora (Acropora) florida (Dana, 1846)",Acropora (Acropora) florida,Acropora florida,Acropora (Acropora) florida,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,Acropora (Acropora) humilis,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Acropora longicyathus (Edwards & Haime, 1860)",Acropora (Acropora) longicyathus,Acropora longicyathus,Acropora (Acropora) longicyathus,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Acropora (Acropora) selago (Studer, 1878)",Acropora (Acropora) selago,Acropora selago,Acropora (Acropora) selago,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Acropora (Acropora) formosa (Dana, 1846)",Acropora formosa,Acropora muricata,,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-14.663,145.448,2000,1979,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Goniopora columna Dana, 1846",Goniopora lobata,Goniopora lobata,Goniopora lobata,-14.663,145.448,2000,1981,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Goniopora tenuidens Quelch, 1886",Goniopora tenuidens,Goniopora tenuidens,Goniopora tenuidens,-14.663,145.448,2000,1981,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Herpolitha limax (Houttuyn, 1772)",Herpolitha limax,Herpolitha limax,Herpolitha limax,-14.663,145.448,2000,1979,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Montipora mollis Bernard, 1897",Montipora mollis,Montipora mollis,Montipora mollis,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Montipora tuberculosa (Lamarck, 1816)",Montipora tuberculosa,Montipora tuberculosa,Montipora tuberculosa,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,Montipora turtlensis,-14.663,145.448,2000,1983,0.340304,2.4469,26.15,26.44021,0.06773445,,,
