,species,site,present,Latitude,Longitude,stdev,SST_p50,Chl_50p,skewnes,TSM_50P,PAR_50P,abundance_world,depth_lower,depth_range,found_off_reef,growth_form,range_size_veron_.pixels.,reproductive_mode_.ahb.,sexual_system,substrate_attachment,water_clarity_preference,wave_exposure_preference,zooxanthellae_in_propagules_.ahb.
32405,Goniastrea.australensis,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37108,Hydnophora.exesa,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49223,Mycedium.elephantotus,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51326,Pavona.decussata,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
53988,Platygyra.sinensis,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54435,Plesiastrea.versipora,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54767,Pocillopora.damicornis,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58645,Porites.stephensoni,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62462,Stylophora.pistillata,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64441,Turbinaria.mesenterina,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64930,Turbinaria.radicalis,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3486,Acropora.cuneata,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5507,Acropora.gemmifera,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5748,Acropora.glauca,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6520,Acropora.humilis,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6642,Acropora.hyacinthus,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8239,Acropora.microclados,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8766,Acropora.monticulosa,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11746,Acropora.solitaryensis,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19042,Caulastrea.tumida,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25885,Favia.favus,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27528,Favia.speciosa,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29609,Fungia.fungites,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32432,Goniastrea.australensis,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37147,Hydnophora.exesa,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49176,Mycedium.elephantotus,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51454,Pavona.decussata,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
53999,Platygyra.sinensis,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54396,Plesiastrea.versipora,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54720,Pocillopora.damicornis,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58519,Porites.stephensoni,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62522,Stylophora.pistillata,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64452,Turbinaria.mesenterina,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65058,Turbinaria.radicalis,158,0,-14.69,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3402,Acropora.cuneata,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5467,Acropora.gemmifera,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5690,Acropora.glauca,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6540,Acropora.humilis,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6608,Acropora.hyacinthus,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8170,Acropora.microclados,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8756,Acropora.monticulosa,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11942,Acropora.solitaryensis,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19133,Caulastrea.tumida,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25792,Favia.favus,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27585,Favia.speciosa,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29569,Fungia.fungites,10,1,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32363,Goniastrea.australensis,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37226,Hydnophora.exesa,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49160,Mycedium.elephantotus,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51296,Pavona.decussata,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54025,Platygyra.sinensis,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54433,Plesiastrea.versipora,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54592,Pocillopora.damicornis,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58515,Porites.stephensoni,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62588,Stylophora.pistillata,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64474,Turbinaria.mesenterina,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65001,Turbinaria.radicalis,10,0,-14.688,145.468,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3496,Acropora.cuneata,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5536,Acropora.gemmifera,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5670,Acropora.glauca,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6584,Acropora.humilis,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6705,Acropora.hyacinthus,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8047,Acropora.microclados,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8817,Acropora.monticulosa,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11848,Acropora.solitaryensis,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18959,Caulastrea.tumida,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25764,Favia.favus,96,1,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27466,Favia.speciosa,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29662,Fungia.fungites,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32358,Goniastrea.australensis,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37207,Hydnophora.exesa,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49170,Mycedium.elephantotus,96,1,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51472,Pavona.decussata,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54040,Platygyra.sinensis,96,1,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54521,Plesiastrea.versipora,96,1,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54636,Pocillopora.damicornis,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58690,Porites.stephensoni,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62546,Stylophora.pistillata,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64354,Turbinaria.mesenterina,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65054,Turbinaria.radicalis,96,0,-14.68,145.472,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3502,Acropora.cuneata,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5443,Acropora.gemmifera,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5616,Acropora.glauca,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6576,Acropora.humilis,64,1,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6660,Acropora.hyacinthus,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8048,Acropora.microclados,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8800,Acropora.monticulosa,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11866,Acropora.solitaryensis,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18997,Caulastrea.tumida,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25763,Favia.favus,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27581,Favia.speciosa,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29468,Fungia.fungites,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32493,Goniastrea.australensis,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37229,Hydnophora.exesa,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49037,Mycedium.elephantotus,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51364,Pavona.decussata,64,0,-14.663,145.448,2.031840801,26.47500038,0.152984157,0.036762331,0.403374493,46.69457245,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
