,species,site,present,Latitude,Longitude,stdev,SST_p50,Chl_50p,skewnes,TSM_50P,PAR_50P,abundance_world,depth_lower,depth_range,found_off_reef,growth_form,range_size_veron_.pixels.,reproductive_mode_.ahb.,sexual_system,substrate_attachment,water_clarity_preference,wave_exposure_preference,zooxanthellae_in_propagules_.ahb.
54672,Pocillopora.damicornis,145,0,-14.925,145.702,1.945773721,26.62687492,0.155867964,-1.086797118,0.398507476,46.67304611,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58600,Porites.stephensoni,145,0,-14.925,145.702,1.945773721,26.62687492,0.155867964,-1.086797118,0.398507476,46.67304611,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62523,Stylophora.pistillata,145,0,-14.925,145.702,1.945773721,26.62687492,0.155867964,-1.086797118,0.398507476,46.67304611,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64348,Turbinaria.mesenterina,145,1,-14.925,145.702,1.945773721,26.62687492,0.155867964,-1.086797118,0.398507476,46.67304611,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65064,Turbinaria.radicalis,145,0,-14.925,145.702,1.945773721,26.62687492,0.155867964,-1.086797118,0.398507476,46.67304611,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3347,Acropora.cuneata,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5513,Acropora.gemmifera,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5712,Acropora.glauca,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6463,Acropora.humilis,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6659,Acropora.hyacinthus,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8131,Acropora.microclados,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8713,Acropora.monticulosa,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11763,Acropora.solitaryensis,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19010,Caulastrea.tumida,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25909,Favia.favus,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27421,Favia.speciosa,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29517,Fungia.fungites,124,1,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32489,Goniastrea.australensis,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37215,Hydnophora.exesa,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49065,Mycedium.elephantotus,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51368,Pavona.decussata,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54087,Platygyra.sinensis,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54570,Plesiastrea.versipora,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54772,Pocillopora.damicornis,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58539,Porites.stephensoni,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62519,Stylophora.pistillata,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64388,Turbinaria.mesenterina,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65061,Turbinaria.radicalis,124,0,-14.826,145.721,1.798467875,26.70000076,0.156297758,0.057816457,0.392502785,46.82469177,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3494,Acropora.cuneata,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5545,Acropora.gemmifera,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5633,Acropora.glauca,65,1,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6429,Acropora.humilis,65,1,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6704,Acropora.hyacinthus,65,1,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8224,Acropora.microclados,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8693,Acropora.monticulosa,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11849,Acropora.solitaryensis,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19139,Caulastrea.tumida,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25787,Favia.favus,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27463,Favia.speciosa,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29599,Fungia.fungites,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32544,Goniastrea.australensis,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37157,Hydnophora.exesa,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49191,Mycedium.elephantotus,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51499,Pavona.decussata,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54111,Platygyra.sinensis,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54453,Plesiastrea.versipora,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54783,Pocillopora.damicornis,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58627,Porites.stephensoni,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62432,Stylophora.pistillata,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64330,Turbinaria.mesenterina,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65051,Turbinaria.radicalis,65,0,-14.732,145.194,2.301039696,26.40187454,0.218748048,-0.051725261,0.437933058,47.29901505,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3447,Acropora.cuneata,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5415,Acropora.gemmifera,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5726,Acropora.glauca,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6589,Acropora.humilis,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6646,Acropora.hyacinthus,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8194,Acropora.microclados,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8853,Acropora.monticulosa,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11771,Acropora.solitaryensis,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18962,Caulastrea.tumida,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25778,Favia.favus,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27438,Favia.speciosa,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29643,Fungia.fungites,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32513,Goniastrea.australensis,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37203,Hydnophora.exesa,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49115,Mycedium.elephantotus,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51432,Pavona.decussata,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54177,Platygyra.sinensis,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54566,Plesiastrea.versipora,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54607,Pocillopora.damicornis,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58566,Porites.stephensoni,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62577,Stylophora.pistillata,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64424,Turbinaria.mesenterina,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65026,Turbinaria.radicalis,200,0,-14.697,145.46,2.007509947,26.47500038,0.153620601,0.008432509,0.402504027,46.34422302,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3304,Acropora.cuneata,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5541,Acropora.gemmifera,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5667,Acropora.glauca,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6523,Acropora.humilis,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6717,Acropora.hyacinthus,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8044,Acropora.microclados,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8824,Acropora.monticulosa,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11925,Acropora.solitaryensis,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19093,Caulastrea.tumida,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25935,Favia.favus,142,1,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27412,Favia.speciosa,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29559,Fungia.fungites,142,1,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32535,Goniastrea.australensis,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37137,Hydnophora.exesa,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49136,Mycedium.elephantotus,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51464,Pavona.decussata,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54029,Platygyra.sinensis,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54392,Plesiastrea.versipora,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54707,Pocillopora.damicornis,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58697,Porites.stephensoni,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62444,Stylophora.pistillata,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64300,Turbinaria.mesenterina,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64945,Turbinaria.radicalis,142,0,-14.696,145.451,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3410,Acropora.cuneata,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5358,Acropora.gemmifera,101,1,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5611,Acropora.glauca,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6388,Acropora.humilis,101,1,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6687,Acropora.hyacinthus,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8190,Acropora.microclados,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8653,Acropora.monticulosa,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11754,Acropora.solitaryensis,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19005,Caulastrea.tumida,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25915,Favia.favus,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27430,Favia.speciosa,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29499,Fungia.fungites,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32452,Goniastrea.australensis,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37257,Hydnophora.exesa,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49074,Mycedium.elephantotus,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51392,Pavona.decussata,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54050,Platygyra.sinensis,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54447,Plesiastrea.versipora,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54617,Pocillopora.damicornis,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58662,Porites.stephensoni,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62569,Stylophora.pistillata,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64367,Turbinaria.mesenterina,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64948,Turbinaria.radicalis,101,0,-14.693,145.657,1.80395937,26.54812622,0.156328768,0.046073455,0.391303092,45.84022522,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3333,Acropora.cuneata,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5420,Acropora.gemmifera,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5738,Acropora.glauca,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6407,Acropora.humilis,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6593,Acropora.hyacinthus,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8113,Acropora.microclados,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8696,Acropora.monticulosa,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11792,Acropora.solitaryensis,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
18990,Caulastrea.tumida,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25779,Favia.favus,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27600,Favia.speciosa,147,0,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29577,Fungia.fungites,147,1,-14.692,145.453,2.071627855,26.47500038,0.152895093,-0.005739155,0.403914154,46.36449432,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
